23.9,-4.3863
24,-4.142
24.1,-6.0109
24.2,-3.2357
24.3,-2.0833
24.4,-2.105
24.5,-2.9987
24.6,-2.2603
24.7,-2.4345
24.8,-2.5389
24.9,-1.7981
25,-0.2964
25.1,-0.38121
25.2,2.4891
25.3,1.2655
25.4,1.726
25.5,1.562
25.6,2.1775
25.7,1.7578
25.8,4.3668
25.9,2.4389
26,3.4268
26.1,3.4617
26.2,5.9739
26.3,5.4849
26.4,4.5176
26.5,4.8642
26.6,5.3765
26.7,4.4971
26.8,4.2036
26.9,5.7552
27,5.2612
27.1,5.0656
27.2,5.6524
27.3,3.0452
27.4,4.4257
27.5,4.6558
27.6,4.5841
27.7,2.8782
27.8,2.1905
27.9,2.5696
28,0.58854
28.1,-1.4311
28.2,0.79516
28.3,-0.53833
28.4,-0.90952
28.5,-1.2961
28.6,-1.4267
28.7,-1.5785
28.8,-3.5374
28.9,-3.2539
29,-4.216
29.1,-3.5906
29.2,-5.0649
29.3,-5.3934
29.4,-4.9675
29.5,-4.6934
29.6,-5.8021
29.7,-5.118
29.8,-5.4711
29.9,-4.2514
30,-4.2783
30.1,-3.5946
30.2,-6.298
30.3,-5.9162
30.4,-2.2863
30.5,-4.598
30.6,-3.5515
30.7,-2.654
30.8,-2.9716
30.9,-3.9559
31,-2.0912
31.1,-2.0453
31.2,0.88004
31.3,1.0607
31.4,0.26018
31.5,-0.18589
31.6,1.0181
31.7,1.6413
31.8,0.7925
31.9,3.2585
32,2.586
32.1,1.7403
32.2,2.5325
32.3,4.9843
32.4,4.0827
32.5,5.8669
32.6,4.1712
32.7,4.8805
32.8,2.8204
32.9,5.2513
33,3.2817
33.1,3.9134
33.2,5.2461
33.3,6.4059
33.4,4.421
33.5,4.3538
33.6,5.2881
33.7,3.9442
33.8,3.3354
33.9,2.9055
34,1.9352
34.1,2.6647
34.2,1.4982
34.3,1.391
34.4,2.3405
34.5,-0.58469
34.6,-0.7674
34.7,-0.27231
34.8,-0.78243
34.9,-1.4282
35,-0.35866
35.1,-3.5225
35.2,-3.2322
35.3,-3.9765
35.4,-4.5509
35.5,-4.4281
35.6,-2.427
35.7,-5.3085
35.8,-4.3044
35.9,-6.1402
36,-5.8269
36.1,-4.1023
36.2,-5.5425
36.3,-5.2469
36.4,-5.4022
36.5,-3.5365
36.6,-6.2273
36.7,-3.9825
36.8,-4.5845
36.9,-3.095
37,-4.8459
37.1,-1.0218
37.2,-2.8025
37.3,0.096356
37.4,-2.1455
37.5,-1.9384
37.6,-0.19353
37.7,-0.99804
37.8,0.80613
37.9,1.4398
38,1.9054
38.1,2.0506
38.2,2.3571
38.3,2.0705
38.4,2.5622
38.5,5.2091
38.6,1.8097
38.7,3.2266
38.8,4.7668
38.9,5.1094
39,4.3162
39.1,5.2123
39.2,4.7077
39.3,5.9245
39.4,5.3609
39.5,4.3585
39.6,2.4658
39.7,4.9582
39.8,6.371
39.9,4.5374
40,3.4263
40.1,5.0146
40.2,3.1235
40.3,4.2981
40.4,2.4122
40.5,2.3491
40.6,2.8453
40.7,1.477
40.8,2.6683
40.9,-1.5221
41,-2.0532
41.1,-0.070222
41.2,-2.2464
41.3,-2.1631
41.4,-1.6776
41.5,-2.7728
41.6,-3.5161
41.7,-3.3508
41.8,-5.0986
41.9,-4.4079
42,-3.3307
42.1,-4.4172
42.2,-2.201
42.3,-3.7578
42.4,-3.2521
42.5,-4.758
42.6,-6.1401
42.7,-5.4637
42.8,-3.1102
42.9,-5.4148
43,-3.2661
43.1,-3.2465
43.2,-4.5143
43.3,-2.1796
43.4,-3.9586
43.5,-2.1383
43.6,-2.7491
43.7,-1.1167
43.8,-1.0256
43.9,-1.8878
44,1.1552
44.1,1.6803
44.2,1.5063
44.3,1.2337
44.4,0.13683
44.5,1.6051
44.6,3.1962
44.7,3.4167
44.8,3.6049
44.9,4.1195
45,5.4195
45.1,5.4556
45.2,3.0601
45.3,4.8438
45.4,2.9177
45.5,6.9983
45.6,6.5728
45.7,6.2063
45.8,5.1467
45.9,5.431
46,4.1527
46.1,5.2783
46.2,3.6166
46.3,2.0988
46.4,4.2181
46.5,4.5391
46.6,3.0733
46.7,-0.62391
46.8,2.5379
46.9,3.4038
47,-1.4482
47.1,1.6864
47.2,0.70667
47.3,-1.8468
47.4,-1.9809
47.5,-4.159
47.6,0.17795
47.7,-3.879
47.8,-3.1038
47.9,-3.8742
48,-3.5506
48.1,-4.0704
48.2,-5.806
48.3,-4.6234
48.4,-4.7838
48.5,-5.284
48.6,-4.6827
48.7,-5.743
48.8,-6.1754
48.9,-5.2361
49,-5.4261
49.1,-5.895
49.2,-3.661
49.3,-4.4401
49.4,-3.3147
49.5,-3.8141
49.6,-2.6669
49.7,-2.0506
49.8,-2.1884
49.9,-3.0151
50,-1.614
50.1,-1.8432
50.2,0.15928
50.3,-0.24208
50.4,-0.053134
50.5,1.7493
50.6,2.5646
50.7,0.93979
50.8,2.5261
50.9,3.4942
51,3.2739
51.1,5.5605
51.2,3.7532
51.3,4.9001
51.4,3.3209
51.5,4.0221
51.6,5.3005
51.7,5.6098
51.8,5.291
51.9,7.1616
52,4.4274
52.1,4.2617
52.2,5.7065
52.3,3.651
52.4,6.4429
52.5,3.3803
52.6,3.3056
52.7,4.3769
52.8,2.0683
52.9,3.3652
53,2.7717
53.1,0.43681
53.2,1.862
53.3,0.87611
53.4,-0.52049
53.5,-1.0946
53.6,-0.93962
53.7,-1.2004
53.8,-2.741
53.9,-2.0501
54,-2.9171
54.1,-4.0334
54.2,-4.5798
54.3,-4.4579
54.4,-4.9931
54.5,-3.3674
54.6,-5.7839
54.7,-4.675
54.8,-4.4006
54.9,-5.9537
55,-4.6301
55.1,-5.4459
55.2,-5.7601
55.3,-6.2035
55.4,-5.5107
55.5,-2.6183
55.6,-5.6342
55.7,-4.4051
55.8,-4.5582
55.9,-2.2593
56,-3.5258
56.1,-2.6125
56.2,-0.98554
56.3,-0.29935
56.4,-1.8334
56.5,-0.43499
56.6,0.63483
56.7,0.74302
56.8,3.1123
56.9,3.0157
57,3.5139
57.1,0.5651
57.2,2.6796
57.3,3.1735
57.4,2.6741
57.5,3.2806
57.6,5.0659
57.7,3.1694
57.8,5.9175
57.9,6.5434
58,4.9776
58.1,6.797
58.2,6.5908
58.3,4.9975
58.4,4.4044
58.5,5.4944
58.6,3.7693
58.7,4.0045
58.8,5.0868
58.9,2.5421
59,2.4863
59.1,3.6607
59.2,0.51636
59.3,2.8329
59.4,1.3357
59.5,0.79768
59.6,0.29681
59.7,-0.43642
59.8,-0.60328
59.9,-1.5037
60,-2.3128
60.1,-0.98229
60.2,-2.4431
60.3,-2.4063
60.4,-2.6932
60.5,-3.7935
60.6,-4.3056
60.7,-3.8025
60.8,-4.7811
60.9,-4.159
61,-5.9198
61.1,-4.9062
61.2,-4.8714
61.3,-3.6168
61.4,-3.2037
61.5,-5.0845
61.6,-5.3875
61.7,-5.5714
61.8,-4.8664
61.9,-4.0111
62,-4.9423
62.1,-3.8184
62.2,-2.402
62.3,-1.1108
62.4,-1.1108
62.5,-2.2638
62.6,-3.148
62.7,-1.0556
62.8,0.19005
62.9,0.39059
63,0.23162
63.1,0.76161
63.2,2.2425
63.3,3.6411
63.4,3.3171
63.5,0.90712
63.6,2.6328
63.7,2.7377
63.8,3.2115
63.9,5.7673
64,4.9631
64.1,4.7967
64.2,4.7783
64.3,3.0737
64.4,4.7054
64.5,4.3664
64.6,4.7394
64.7,3.9844
64.8,5.2725
64.9,4.0675
65,4.3856
65.1,4.4112
65.2,3.5258
65.3,3.1489
65.4,3.6251
65.5,3.2091
65.6,0.55975
65.7,0.078394
65.8,2.222
65.9,0.089518
66,0.03493
66.1,-0.40101
66.2,-1.366
66.3,-1.4727
66.4,-2.4606
66.5,-1.4347
66.6,-2.3618
66.7,-4.0797
66.8,-3.0145
66.9,-5.3095
67,-5.4436
67.1,-5.7165
67.2,-4.9127
67.3,-4.3524
67.4,-4.0227
67.5,-5.5692
67.6,-5.7975
67.7,-4.765
67.8,-4.1972
67.9,-5.8254
68,-4.9032
68.1,-4.1661
68.2,-4.4075
68.3,-3.8751
68.4,-3.8009
68.5,-1.2482
68.6,-4.2814
68.7,-1.9137
68.8,0.23024
68.9,-1.417
69,-0.36856
69.1,-2.0962
69.2,-1.1993
69.3,-0.55443
69.4,2.9725
69.5,2.6502
69.6,1.808
69.7,3.0213
69.8,5.0663
69.9,2.6686
70,4.3471
70.1,4.9798
70.2,3.1958
70.3,3.4069
70.4,5.1423
70.5,5.5212
70.6,3.5517
70.7,6.0737
70.8,4.5429
70.9,3.0477
71,4.9812
71.1,5.8709
71.2,4.0886
71.3,5.4919
71.4,4.5289
71.5,2.0752
71.6,2.2057
71.7,2.5962
71.8,3.3995
71.9,2.2559
72,-0.12844
72.1,2.1596
72.2,0.47571
72.3,0.64986
72.4,-1.3001
72.5,-2.2174
72.6,-2.6575
72.7,-1.0579
72.8,-4.6141
72.9,-2.976
73,-3.9645
73.1,-4.1836
73.2,-4.6217
73.3,-4.5991
73.4,-4.3075
73.5,-5.4515
73.6,-5.8113
73.7,-6.4485
73.8,-6.0732
73.9,-3.6451
74,-5.3761
74.1,-6.4016
74.2,-5.5428
74.3,-4.1462
74.4,-4.3151
74.5,-3.8441
74.6,-3.933
74.7,-1.8843
74.8,-3.529
74.9,-3.1894
75,-3.794
75.1,-1.6244
75.2,-1.3207
75.3,0.050078
75.4,-0.54764
75.5,-0.65461
75.6,-0.97127
75.7,4.3379
75.8,2.337
75.9,4.453
76,3.2413
76.1,1.7633
76.2,4.5884
76.3,3.5015
76.4,5.4281
76.5,5.4899
76.6,5.3307
76.7,5.1723
76.8,4.7246
76.9,6.8241
77,4.8648
77.1,3.735
77.2,3.6032
77.3,4.8735
77.4,3.7227
77.5,2.7002
77.6,3.6996
77.7,4.3631
77.8,4.335
77.9,2.9057
78,1.84
78.1,1.6319
78.2,0.18394
78.3,1.4075
78.4,-0.074548
78.5,-0.4381
78.6,-0.77615
78.7,-1.0712
78.8,-0.91485
78.9,-1.8144
79,-1.0014
79.1,-3.046
79.2,-2.5191
79.3,-4.5704
79.4,-4.9925
79.5,-6.0096
79.6,-4.8977
79.7,-4.6412
79.8,-5.0177
79.9,-4.5364
80,-4.6941
80.1,-6.0681
80.2,-3.3697
80.3,-3.8367
80.4,-4.0852
80.5,-5.0032
80.6,-2.9678
80.7,-3.4785
80.8,-2.6967
80.9,-4.2697
81,-1.9379
81.1,-2.9391
81.2,-3.0308
81.3,-2.8715
81.4,-2.1113
81.5,-2.5103
81.6,-1.0145
81.7,-0.86683
81.8,1.4887
81.9,2.6081
82,1.0368
82.1,1.8946
82.2,1.5449
82.3,3.9367
82.4,1.9255
82.5,5.0233
82.6,4.62
82.7,2.3481
82.8,3.9481
82.9,4.2853
83,5.3669
83.1,6.1815
83.2,4.9249
83.3,4.4214
83.4,2.3518
83.5,4.2352
83.6,5.8163
83.7,3.769
83.8,4.8562
83.9,4.367
84,2.1288
84.1,3.069
84.2,3.7603
84.3,2.9792
84.4,2.6908
84.5,1.6375
84.6,0.17269
84.7,1.0859
84.8,0.30022
84.9,-0.66709
85,-2.4206
85.1,-1.3436
85.2,-2.6959
85.3,-0.67688
85.4,-2.2703
85.5,-1.3243
85.6,-3.3994
85.7,-4.1289
85.8,-4.7307
85.9,-4.9787
86,-5.0135
86.1,-3.3874
86.2,-6.0599
86.3,-4.2572
86.4,-5.109
86.5,-3.4791
86.6,-6.2583
86.7,-4.4574
86.8,-5.6189
86.9,-4.9035
87,-4.1413
87.1,-4.3005
87.2,-3.0965
87.3,-3.0678
87.4,-2.3512
87.5,-3.6951
87.6,-2.1358
87.7,-1.8307
87.8,-0.85341
87.9,-0.38839
88,0.98757
88.1,0.79585
88.2,2.3791
88.3,2.8024
88.4,0.69339
88.5,1.3894
88.6,2.151
88.7,3.5291
88.8,2.4991
88.9,4.259
89,4.6903
89.1,4.3858
89.2,4.3007
89.3,6.5143
89.4,4.6768
89.5,5.7033
89.6,4.4462
89.7,6.1407
89.8,2.9162
89.9,4.1605
90,4.4735
90.1,2.2313
90.2,7.0275
90.3,3.3881
90.4,5.4613
90.5,3.5015
90.6,2.3197
90.7,0.49555
90.8,0.97608
90.9,1.2636
91,-1.4984
91.1,-0.5381
91.2,0.11575
91.3,-0.17874
91.4,-1.5712
91.5,-3.135
91.6,-3.7052
91.7,-2.7471
91.8,-3.0436
91.9,-1.7782
92,-3.4437
92.1,-4.1529
92.2,-4.3353
92.3,-4.902
92.4,-5.4381
92.5,-3.9819
92.6,-5.1656
92.7,-4.7426
92.8,-4.6287
92.9,-5.7529
93,-5.7599
93.1,-5.106
93.2,-6.5062
93.3,-3.4691
93.4,-2.9558
93.5,-2.0663
93.6,-4.6116
93.7,-1.4354
93.8,-3.6471
93.9,-2.3536
94,-1.4469
94.1,-2.4357
94.2,0.28774
94.3,0.26459
94.4,0.66933
94.5,-0.24365
94.6,2.2162
94.7,1.7666
94.8,4.0836
94.9,4.4206
95,3.288
95.1,3.9497
95.2,5.2608
95.3,5.6668
95.4,4.671
95.5,7.0806
95.6,5.7152
95.7,6.2678
95.8,4.5374
95.9,3.5507
96,5.9981
96.1,5.4159
96.2,5.3565
96.3,3.6093
96.4,3.5671
96.5,4.9852
96.6,3.1392
96.7,4.7248
96.8,1.9948
96.9,4.2974
97,0.16359
97.1,-1.0109
97.2,1.1509
97.3,2.2696
97.4,0.9745
97.5,0.56377
97.6,-1.2672
97.7,-1.3332
97.8,-1.7045
97.9,-3.6788
98,-1.2461
98.1,-3.6412
98.2,-3.1576
98.3,-4.2974
98.4,-2.3797
98.5,-2.9508
98.6,-3.9597
98.7,-5.2251
98.8,-6.2141
98.9,-4.6896
99,-3.8623
99.1,-5.0863
99.2,-6.3144
99.3,-2.6941
99.4,-5.7765
99.5,-2.6952
99.6,-3.2468
99.7,-3.4349
99.8,-3.2233
99.9,-2.5419
100,-2.9493
